1,573,58
1,747,96
1,627,89
1,120,9
1,245,67
1,157,22
2,667,22
2,977,6
2,15,49
2,34,15
2,673,61
2,718,39
2,839,68
2,261,47
2,353,34
2,916,56
2,762,94
2,50,42
2,305,28
2,799,71
2,652,7
2,991,94
2,954,85
2,782,82
2,24,33
2,971,25
2,612,3
2,893,6
2,806,93
2,939,42
2,963,47
2,355,51
2,613,55
2,708,78
2,214,58
2,863,84
2,992,26
2,192,8
2,311,13
2,960,58
2,392,65
2,905,92
2,756,34
2,586,20
2,900,58
2,487,70
2,463,10
2,32,62
2,908,81
2,855,58
2,296,45
2,180,7
2,159,59
2,93,14
2,307,96
2,645,5
2,342,24
2,187,70
2,37,51
2,738,42
2,978,57
2,906,27
2,847,17
2,622,100
2,557,54
2,531,91
2,698,30
2,754,35
2,578,28
2,260,20
2,166,18
2,955,45
2,554,15
2,339,56
2,717,59
2,813,71
2,211,11
2,96,99
2,313,35
2,502,45
2,273,65
2,642,43
2,438,6
3,870,24
3,920,55
3,785,65
3,470,35
3,553,17
3,841,60
3,143,100
3,528,30
3,124,28
3,819,13
3,835,45
3,723,45
3,772,94
3,229,76
3,82,87
3,378,84
3,704,61
3,370,46
3,393,74
3,129,57
3,950,62
3,299,44
3,234,83
3,396,7
3,428,4
3,664,92
3,938,38
3,257,4
3,932,1
3,643,29
3,684,85
3,377,48
3,188,30
3,699,46
3,988,47
3,523,1
3,336,74
3,720,67
3,695,18
3,139,94
3,921,59
3,122,44
3,827,80
3,56,35
3,434,11
3,160,67
3,169,28
3,774,23
3,830,32
3,276,49
3,901,38
3,337,52
3,508,37
3,91,98
3,881,1
3,538,84
3,787,86
3,551,73
3,351,19
3,182,15
3,669,53
3,367,71
3,640,82
3,474,89
4,325,76
4,205,18
5,114,34
5,859,83
5,125,58
5,615,56
5,21,64
5,373,66
5,88,87
5,577,38
5,956,1
5,63,22
5,700,90
5,812,60
5,752,21
5,328,54
5,580,64
5,498,13
5,928,49
5,334,80
5,36,83
5,385,75
5,258,2
5,707,10
5,843,4
5,494,30
5,407,100
5,892,88
5,89,55
5,87,40
5,556,95
5,209,43
5,709,1
5,535,43
5,429,49
5,247,84
5,113,19
5,512,91
5,76,61
5,941,88
5,473,60
5,496,52
5,777,51
5,279,55
5,904,71
5,742,60
5,831,79
5,240,31
5,256,61
5,646,23
5,775,60
5,816,90
5,792,32
6,404,30
6,42,5
6,201,28
6,967,100
6,104,1
6,259,89
6,230,36
6,778,65
6,17,85
6,947,37
7,878,18
7,536,45
7,763,56
7,979,10
7,770,98
7,317,36
7,665,42
7,194,26
7,562,28
7,425,33
7,435,54
7,10,12
7,750,25
7,286,6
7,84,52
7,765,78
7,802,14
7,365,30
7,466,49
7,133,16
7,726,96
7,969,16
7,488,65
7,387,81
7,630,93
7,156,87
7,758,13
7,712,86
7,929,60
7,246,35
7,537,91
7,405,24
7,45,1
7,179,94
7,907,97
7,54,89
7,46,82
8,222,73
8,872,53
8,483,73
8,25,35
8,154,85
8,74,75
8,923,11
8,854,7
8,354,57
8,99,43
8,322,57
8,458,6
8,461,3
8,51,62
8,527,81
8,203,82
8,951,12
8,589,47
8,961,5
8,137,29
8,764,85
8,678,36
8,270,70
8,937,66
8,67,80
8,381,25
8,148,7
8,242,93
8,149,4
8,623,56
8,635,58
8,362,76
8,448,59
8,582,92
8,28,100
8,714,2
8,427,97
8,873,31
8,985,90
8,751,59
8,77,48
8,866,23
8,942,12
8,486,81
8,510,72
8,895,60
8,69,69
8,953,85
8,965,27
8,581,53
8,587,54
8,324,51
8,86,6
8,817,40
8,391,26
8,418,39
8,608,80
8,95,1
8,413,51
8,47,11
8,922,43
8,593,68
8,875,62
8,990,62
8,210,84
8,68,73
8,970,93
8,475,74
8,679,66
8,493,1
8,625,24
8,412,69
8,539,89
8,894,92
8,399,72
8,14,56
8,471,22
8,887,58
8,601,7
8,236,93
8,116,59
8,966,68
8,431,26
8,274,47
8,526,42
8,198,34
8,840,79
8,902,13
9,75,57
9,320,57
9,43,34
9,532,6
9,403,81
9,288,64
9,856,90
9,107,38
9,781,61
9,755,10
9,674,31
9,275,53
9,585,73
9,457,13
9,333,48
9,272,93
9,837,56
9,181,70
9,253,30
9,484,8
9,232,85
9,193,28
9,48,96
9,326,6
9,925,43
