1,34,1
1,2,1
1,44,1
1,21,2
1,49,1
2,32,1
2,69,1
2,4,2
3,54,2
3,41,1
3,71,2
3,58,1
3,66,1
3,83,2
3,8,1
3,89,1
3,43,1
4,91,1
5,75,2
5,77,1
5,12,2
5,26,1
5,25,2
5,87,1
5,13,1
5,62,1
5,82,2
6,80,2
6,53,1
6,15,2
6,16,1
6,46,1
7,29,1
7,45,2
8,95,1
8,73,1
8,37,2
9,52,1
9,81,2
10,20,1
10,63,2
10,27,1
10,17,1
10,57,2
11,55,1
12,51,2
13,14,2
13,31,1
13,74,1
13,100,1
13,48,1
13,67,1
13,98,1
13,22,2
14,35,1
14,60,2
15,50,1
15,92,2
15,39,1
15,72,1
15,78,2
15,85,2
15,59,2
15,19,2
15,24,1
16,56,2
16,99,2
16,76,2
16,36,2
16,42,1
16,40,1
16,84,2
16,65,1
16,61,1
17,97,1
17,86,2
17,70,2
17,88,1
18,23,2
18,33,2
18,93,1
18,68,2
18,79,1
18,90,2
18,30,1
18,64,2
19,90,2
19,94,1
19,65,2
19,62,2
19,92,1
19,52,1
19,34,1
19,43,2
19,30,1
20,77,2
20,84,2
20,82,2
20,68,2
20,25,2
20,46,1
20,64,2
22,96,1
23,63,2
23,83,2
23,98,1
23,56,2
23,95,2
23,33,1
23,31,2
23,86,2
23,91,2
24,39,2
24,45,1
24,88,1
24,11,2
24,29,1
24,79,2
24,96,2
24,51,1
25,41,1
25,76,2
25,35,2
25,55,1
25,49,2
25,54,2
25,38,1
26,28,2
27,99,2
27,100,2
27,36,1
27,32,1
27,50,2
27,81,1
28,47,1
28,59,2
28,21,1
30,60,1
31,87,2
31,53,2
31,89,1
31,72,2
32,57,2
32,97,1
32,38,2
32,73,2
32,58,2
32,37,2
33,80,2
33,67,1
33,69,1
33,94,1
33,42,2
34,78,1
34,75,2
34,93,2
34,61,1
34,74,1
34,71,2
35,48,1
35,47,1
35,44,2
35,40,1
36,89,1
36,82,1
36,55,1
36,83,1
36,93,1
36,12,1
37,67,1
37,92,1
37,99,1
37,74,2
38,70,2
38,66,1
39,46,2
39,56,2
39,87,1
40,64,1
40,7,2
40,63,2
40,91,2
40,73,1
41,60,1
41,77,2
41,100,2
42,62,1
42,49,1
42,21,2
42,61,1
42,75,1
42,11,2
42,43,2
44,53,2
44,66,2
44,47,2
44,97,1
44,76,2
44,4,2
45,52,2
45,69,1
45,71,1
45,26,2
45,65,2
46,81,2
46,86,2
46,59,1
46,68,1
46,80,2
46,72,1
46,98,2
47,9,2
47,57,1
48,51,2
48,88,2
48,90,1
48,96,1
48,95,1
49,50,1
49,70,2
49,22,2
49,29,2
49,78,1
50,58,2
50,85,2
51,79,2
52,56,1
52,71,2
52,60,1
52,64,2
52,75,1
52,79,1
53,94,2
53,85,1
53,84,2
55,54,2
56,100,1
56,99,1
57,93,2
57,84,2
57,85,2
57,88,2
57,61,1
57,96,2
57,72,1
58,54,2
58,86,2
58,21,1
58,89,1
58,98,1
58,83,1
58,90,2
59,63,2
59,30,2
59,70,2
59,7,1
59,62,1
59,82,2
60,68,1
61,4,1
63,69,2
63,29,2
63,80,1
63,73,1
64,95,1
64,14,1
64,22,1
64,81,2
64,74,2
64,65,2
65,87,2
66,11,1
67,26,1
67,91,1
67,92,2
67,9,2
67,77,2
67,78,1
67,94,1
68,12,1
68,76,1
69,28,1
69,62,1
69,96,1
69,9,2
69,97,2
69,54,1
72,43,2
73,89,2
73,87,1
73,93,2
73,55,1
74,2,1
75,43,1
75,26,2
76,98,1
76,8,2
76,92,2
76,77,2
76,97,1
76,71,2
77,94,2
77,85,1
77,88,2
77,12,2
78,70,2
78,90,2
78,86,2
78,83,2
79,21,1
79,99,2
79,81,2
80,66,1
81,51,2
81,7,1
81,84,1
81,100,1
82,4,2
82,29,1
82,38,2
82,11,2
82,22,2
83,95,2
83,91,2
83,14,2
84,30,2
86,47,1
86,94,2
86,6,1
87,66,2
87,88,2
87,14,2
87,92,2
87,26,1
88,70,1
89,93,2
90,80,1
90,54,2
90,1,1
90,9,2
90,85,2
91,55,2
91,39,1
91,29,2
91,100,1
92,4,2
92,96,2
92,43,1
96,50,1
96,61,2
96,8,2
97,74,2
97,60,1
98,71,1
98,38,1
98,10,1
98,17,2
100,51,1
100,11,1
100,65,2
